word	happiness_rank	happiness_average	happiness_standard_deviation	twitter_rank	google_rank	nyt_rank	lyrics_rank
diplomatic	3303	5.82	1.6374	0	0	3659	0
east	3304	5.82	1.2887	1122	569	214	1270
eatin	3305	5.82	1.5739	4218	0	0	0
emphasized	3306	5.82	1.4384	0	4509	0	0
endowment	3307	5.82	1.5077	0	0	4771	0
entered	3308	5.82	1.0240	1970	1301	2624	0
expressed	3309	5.82	1.3506	0	1116	2006	0
fig	3310	5.82	1.4665	0	338	0	0
have	3311	5.82	0.8497	24	28	28	52
hearing	3312	5.82	1.4803	1695	2100	1278	2217
homey	3313	5.82	2.0572	0	0	0	3217
hundred	3314	5.82	1.3354	0	633	4108	986
investment	3315	5.82	1.8148	3947	1503	627	0
involved	3316	5.82	1.3354	2458	756	850	3876
irish	3317	5.82	1.5868	2835	2124	2782	0
jean	3318	5.82	1.5739	0	3498	1792	4677
key	3319	5.82	1.0631	746	1101	1387	990
landing	3320	5.82	1.2403	0	4915	4936	0
lived	3321	5.82	1.5996	2299	1044	1107	1123
maine	3322	5.82	1.4941	0	0	3638	0
maker	3323	5.82	1.0437	3661	0	1830	3353
many	3324	5.82	1.4384	263	88	95	266
met	3325	5.82	0.9190	703	869	1059	476
montreal	3326	5.82	1.2567	0	0	3131	0
nashville	3327	5.82	1.3200	4496	0	0	0
opinion	3328	5.82	1.3354	1385	782	1484	4630
owl	3329	5.82	1.8592	2697	0	0	0
pair	3330	5.82	1.1899	2039	2414	3495	2387
path	3331	5.82	1.1551	3757	1552	3180	1222
peoples	3332	5.82	1.3656	3927	2931	0	3686
philosophers	3333	5.82	1.7460	0	4914	0	0
publisher	3334	5.82	1.0821	0	0	2222	0
quickly	3335	5.82	1.4525	2195	1298	1439	2470
realised	3336	5.82	1.3805	4394	0	0	0
regarded	3337	5.82	1.1726	0	1395	4705	0
royal	3338	5.82	1.6374	3266	1200	2562	4137
sane	3339	5.82	1.6123	0	0	0	3418
sister-in-law	3340	5.82	1.5739	0	0	0	0
southwest	3341	5.82	1.5868	0	0	4561	0
spanish	3342	5.82	1.2567	2027	1543	2680	2914
sum	3343	5.82	1.1373	1033	1659	0	4682
talks	3344	5.82	1.2070	1832	0	1053	2593
teen-agers	3345	5.82	1.7225	0	0	0	0
tennessee	3346	5.82	1.2728	0	0	3781	2831
toronto	3347	5.82	1.7577	2678	0	2219	0
upper	3348	5.82	0.9190	4524	979	1508	0
woot	3349	5.82	1.5996	2026	0	0	0
workin	3350	5.82	1.6866	3075	0	0	3888
diversity	3351	5.82	1.7401	0	3777	0	0
ideology	3352	5.82	1.4387	0	4032	0	0
mist	3353	5.82	1.5768	0	0	0	2866
movements	3354	5.82	1.0738	0	1684	0	0
outline	3355	5.82	1.2694	0	4029	0	0
continually	3356	5.81	1.0848	0	4219	0	0
obtaining	3357	5.81	1.3616	0	4141	0	0
6pm	3358	5.80	1.2454	0	0	0	0
accordingly	3359	5.80	1.2778	0	2573	0	0
acquisition	3360	5.80	1.5253	0	3993	1902	0
addressed	3361	5.80	1.2122	0	2668	3430	0
analysis	3362	5.80	1.4286	4134	439	1436	0
appearance	3363	5.80	1.4846	0	1199	2613	0
attention	3364	5.80	1.4846	1481	577	1172	1506
attitude	3365	5.80	1.5908	3225	1495	3546	2063
bean	3366	5.80	1.3553	4331	0	0	0
becomes	3367	5.80	0.9476	3043	779	2118	1999
belong	3368	5.80	1.7023	4187	2809	0	779
brings	3369	5.80	1.1066	1804	3029	3259	1091
caffeine	3370	5.80	2.1571	4405	0	0	0
changing	3371	5.80	1.4428	1927	1851	2348	1365
climate	3372	5.80	1.4286	2958	2909	4348	0
commonly	3373	5.80	1.3851	0	2008	0	0
courses	3374	5.80	1.3702	0	3086	3964	0
crib	3375	5.80	1.5119	3016	0	0	1877
definition	3376	5.80	1.1780	0	1425	0	0
determine	3377	5.80	1.3401	0	1227	2239	0
director	3378	5.80	1.4846	2773	1887	121	0
double	3379	5.80	1.3702	1358	1419	1871	1112
dude	3380	5.80	1.7023	531	0	0	1990
entre	3381	5.80	1.5119	0	0	0	2044
establishing	3382	5.80	1.3997	0	3614	0	0
extended	3383	5.80	1.2289	4426	1626	1900	0
finding	3384	5.80	1.2122	1419	1701	2005	2055
god's	3385	5.80	2.2497	0	1915	0	0
gradually	3386	5.80	1.2122	0	1941	0	0
group's	3387	5.80	1.1952	0	0	0	0
grove	3388	5.80	1.0690	0	0	4617	0
hai	3389	5.80	1.4983	0	0	0	2829
headed	3390	5.80	0.8571	1187	3502	2282	1675
ice	3391	5.80	1.4846	623	2128	2243	692
interior	3392	5.80	0.8806	0	2587	2759	0
kentucky	3393	5.80	1.2778	0	0	3953	4734
known	3394	5.80	1.3851	1775	268	518	628
league	3395	5.80	1.1606	2314	2593	536	0
liberal	3396	5.80	2.1665	0	2085	2828	0
lmao	3397	5.80	1.8952	293	0	0	0
master's	3398	5.80	1.4846	0	0	0	0
men's	3399	5.80	1.3702	0	4765	0	0
mix	3400	5.80	0.9258	1293	4685	3647	1913
model	3401	5.80	1.0880	1736	495	1746	3712
mostly	3402	5.80	1.1606	1917	2586	1810	4843
mouth	3403	5.80	1.1952	1282	1388	0	591
networks	3404	5.80	1.3702	3221	3557	2900	0
northeast	3405	5.80	1.5119	0	0	3514	0
outside	3406	5.80	1.6782	503	674	752	609
paper	3407	5.80	1.1952	519	590	1247	932
pardon	3408	5.80	1.6288	0	0	0	3139
perceive	3409	5.80	1.2778	0	4595	0	0
pilots	3410	5.80	1.4286	0	0	4629	0
podcast	3411	5.80	1.3401	2363	0	0	0
practice	3412	5.80	1.3401	1380	537	1171	3830
psychology	3413	5.80	1.3401	0	1792	4536	0
pumped	3414	5.80	1.5908	4656	0	0	0
rapid	3415	5.80	1.2936	0	1789	0	0
reconstruction	3416	5.80	1.6036	0	4466	0	0
rehearsal	3417	5.80	1.2778	4835	0	0	0
responsible	3418	5.80	1.6537	4621	1408	1755	0
roads	3419	5.80	1.1066	3070	3025	4731	2555
root	3420	5.80	1.2617	4418	2302	0	4549
rubber	3421	5.80	1.3553	0	4222	0	2734
sales	3422	5.80	1.1066	999	1896	280	0
sending	3423	5.80	0.9258	1629	4018	3365	2925
shaped	3424	5.80	1.2122	0	3028	0	0
simultaneously	3425	5.80	1.2617	0	3527	0	0
spoke	3426	5.80	0.9035	3940	1642	1984	1961
stock	3427	5.80	1.1066	1729	1206	276	4777
tended	3428	5.80	1.1429	0	4055	0	0
vivo	3429	5.80	1.4983	0	0	0	2937
vote	3430	5.80	1.5779	479	2149	728	0
wind	3431	5.80	1.6036	877	1453	2942	417
write	3432	5.80	1.4708	660	985	1706	795
yellow	3433	5.80	1.4569	1335	2009	3794	1383
seated	3434	5.80	1.2204	0	4528	0	0
behaviour	3435	5.80	1.4139	0	2400	0	0
description	3436	5.80	1.1361	0	1168	0	0
dimension	3437	5.80	1.2580	0	3932	0	0
gender	3438	5.80	1.2413	0	2676	0	0
impulse	3439	5.80	1.2244	0	4342	0	0
involve	3440	5.80	1.3382	0	2998	0	0
maintaining	3441	5.80	1.4997	0	3649	0	0
manufacture	3442	5.80	1.4286	0	3967	0	0
occupation	3443	5.80	1.5809	0	2854	0	0
provinces	3444	5.80	1.3382	0	3302	0	0
quantity	3445	5.80	1.3226	0	1767	0	0
sentiment	3446	5.80	1.9037	0	4369	0	0
natives	3447	5.79	1.4580	0	3935	0	0
thirty	3448	5.79	1.1662	0	1241	0	2859
arch	3449	5.79	1.3114	0	3308	0	0
actions	3450	5.78	0.8873	4946	1345	2268	3792
added	3451	5.78	1.2982	1295	766	348	0
additional	3452	5.78	1.2501	0	1151	1250	0
admission	3453	5.78	1.0359	0	4105	1555	0
ahhhh	3454	5.78	1.8438	3339	0	0	0
ambassador	3455	5.78	1.5687	0	4971	2658	0
amber	3456	5.78	1.5022	4535	0	0	0
anna	3457	5.78	1.2664	0	0	2645	0
annie	3458	5.78	1.4886	0	0	0	3603
attributes	3459	5.78	1.0160	0	3771	0	0
auction	3460	5.78	1.5425	4039	0	2582	0
aware	3461	5.78	1.4748	4270	1657	2756	3009
backup	3462	5.78	1.3746	4417	0	0	0
britain	3463	5.78	1.8767	0	1317	1713	0
carefully	3464	5.78	1.5292	0	1689	3482	0
century	3465	5.78	1.4609	4104	340	1205	3263
challenge	3466	5.78	1.7177	2053	2464	1495	4883
characters	3467	5.78	1.4039	2821	1844	2203	0
colleague	3468	5.78	1.3746	0	0	2080	0
containing	3469	5.78	0.9957	0	1546	0	0
contest	3470	5.78	1.4039	1356	0	4046	0
convince	3471	5.78	1.1301	4833	0	0	4519
downtown	3472	5.78	1.5158	1907	0	2301	1984
drives	3473	5.78	1.4039	3558	0	0	2239
ebay	3474	5.78	1.7761	2327	0	0	0
egyptian	3475	5.78	1.5556	0	4365	0	0
entering	3476	5.78	1.0160	0	3264	4511	0
featuring	3477	5.78	1.0359	3382	0	3425	1679
fed	3478	5.78	1.4886	2570	3384	2928	1981
fibers	3479	5.78	1.2824	0	4660	0	0
fitted	3480	5.78	1.3893	0	4469	0	0
flows	3481	5.78	1.3596	0	3818	0	1725
founding	3482	5.78	1.4609	0	0	2945	0
frequent	3483	5.78	1.1119	0	2265	3488	0
having	3484	5.78	1.0160	236	248	616	955
hd	3485	5.78	1.2982	1828	0	0	0
hosted	3486	5.78	1.3293	4793	0	0	0
hottest	3487	5.78	2.1880	3479	0	0	0
intervals	3488	5.78	1.2982	0	3722	0	0
inventory	3489	5.78	1.4609	0	4993	4706	0
lift	3490	5.78	1.0359	3696	4772	4224	1224
link	3491	5.78	1.1119	729	2761	3629	4171
lot	3492	5.78	1.3746	334	1244	364	441
march	3493	5.78	1.2824	1068	695	202	2769
mare	3494	5.78	1.3596	0	0	0	4833
morality	3495	5.78	1.7990	0	3710	0	0
newton	3496	5.78	1.0160	0	0	4454	0
optical	3497	5.78	1.1301	0	4567	0	0
passages	3498	5.78	1.2337	0	3528	0	0
plasma	3499	5.78	1.5556	0	3329	0	0
plates	3500	5.78	1.3293	0	3304	0	0
poker	3501	5.78	1.6073	2128	0	0	0
pops	3502	5.78	1.7058	4582	0	0	3356
possibly	3503	5.78	1.2002	2116	1773	3008	4907
realized	3504	5.78	1.4609	1434	2370	2669	2495
record	3505	5.78	1.4039	1004	1026	529	1260
resident	3506	5.78	1.0934	4694	4594	1591	0
respond	3507	5.78	1.0554	3633	3430	2917	0
rural	3508	5.78	1.6573	0	1680	3788	0
shuttle	3509	5.78	0.9322	4654	0	4103	0
society	3510	5.78	1.4184	2362	297	490	2520
texts	3511	5.78	1.4039	4366	2763	0	0
total	3512	5.78	0.9538	1450	408	802	2441
trying	3513	5.78	1.1657	273	1235	535	353
uploaded	3514	5.78	1.1301	2219	0	0	0
various	3515	5.78	0.8640	3823	356	1582	0
volume	3516	5.78	1.5022	4348	753	2548	0
wheel	3517	5.78	0.9322	4032	3741	0	1278
woo	3518	5.78	1.5425	1822	0	0	1584
workers	3519	5.78	1.1830	3570	743	684	0
workout	3520	5.78	2.0829	1816	0	0	0
yess	3521	5.78	1.7990	4947	0	0	0
sober	3522	5.78	1.9772	0	0	0	3528
components	3523	5.78	1.3733	0	1840	0	0
defined	3524	5.78	1.2122	0	1075	0	0
flashing	3525	5.78	1.6491	0	0	0	3555
momento	3526	5.78	1.6491	0	0	0	3682
movin	3527	5.78	1.2791	0	0	0	2335
rollin	3528	5.78	1.4033	0	0	0	1911
rover	3529	5.78	1.5037	0	0	0	4540
vessel	3530	5.78	1.2461	0	2519	0	0
printing	3531	5.77	1.3565	0	3426	0	0
spatial	3532	5.77	1.1713	0	4057	0	0
corresponding	3533	5.77	1.1075	0	1847	0	0
accord	3534	5.76	1.2382	0	0	3598	0
afterwards	3535	5.76	1.1350	0	1872	0	0
apparatus	3536	5.76	1.2382	0	3517	0	0
approaching	3537	5.76	1.2216	0	4400	0	0
boston	3538	5.76	1.4923	1578	1735	605	0
brands	3539	5.76	1.0984	4900	0	4840	0
characteristic	3540	5.76	1.1168	0	1601	0	0
city	3541	5.76	1.5460	252	279	77	442
coach	3542	5.76	1.2382	1968	0	389	0
commission	3543	5.76	1.6483	0	1051	649	0
continue	3544	5.76	1.0214	1806	1184	677	2757
continuing	3545	5.76	1.2216	0	3178	1700	0
days	3546	5.76	1.2382	226	283	363	247
deeply	3547	5.76	1.5980	0	2517	1177	4345
describes	3548	5.76	1.0797	0	2735	4693	0
diana	3549	5.76	1.3933	0	0	3844	0
discussing	3550	5.76	1.7209	0	0	4998	0
do	3551	5.76	1.0606	40	76	87	32
eastern	3552	5.76	1.4223	4305	1421	1331	0
emotion	3553	5.76	1.5460	0	3779	0	2000
ensemble	3554	5.76	1.2216	0	0	3314	0
episode	3555	5.76	1.3024	863	0	4659	0
essentially	3556	5.76	0.9596	0	2291	4585	0
everywhere	3557	5.76	0.9381	1875	2845	4380	734
experiment	3558	5.76	1.2707	0	2012	4870	0
facilities	3559	5.76	1.4507	0	2319	3454	0
functions	3560	5.76	1.2382	0	1073	0	0
ginger	3561	5.76	1.7677	4750	0	0	0
glass	3562	5.76	1.2216	985	1363	2114	926
greece	3563	5.76	1.6107	0	3850	0	0
historical	3564	5.76	2.0560	0	842	2013	0
horny	3565	5.76	2.0159	4885	0	0	3975
install	3566	5.76	1.4365	3376	0	0	0
jessica	3567	5.76	1.4923	4026	0	3210	0
just	3568	5.76	1.6233	20	141	104	28
lamp	3569	5.76	0.9806	4809	0	0	4868
lincoln	3570	5.76	1.3933	4470	3594	1437	0
magnitude	3571	5.76	1.4223	0	3581	0	0
maintain	3572	5.76	1.0412	0	1551	2639	3464
major	3573	5.76	1.4223	1221	455	400	2792
makers	3574	5.76	1.0012	0	0	2668	0
makeup	3575	5.76	1.7677	3198	0	0	0
manor	3576	5.76	1.3786	0	0	4967	0
manual	3577	5.76	1.3637	0	3556	0	0
mechanisms	3578	5.76	1.1168	0	2921	0	0
michelle	3579	5.76	1.4223	3467	0	3401	0
motion	3580	5.76	1.4078	3466	1257	3445	1697
outfit	3581	5.76	1.6107	3325	0	0	0
oxford	3582	5.76	1.3637	0	1584	4876	0
payments	3583	5.76	2.1434	0	3424	2171	0
permitted	3584	5.76	1.6358	0	2571	4684	0
preparing	3585	5.76	1.4078	2540	3808	3743	0
preview	3586	5.76	1.0214	3119	0	0	0
privately	3587	5.76	1.5460	0	0	4279	0
probability	3588	5.76	1.2545	0	2325	0	0
producers	3589	5.76	1.2048	0	0	2752	0
products	3590	5.76	0.7709	1595	954	903	0
ps3	3591	5.76	1.3024	0	0	0	0
publication	3592	5.76	1.2867	0	2101	2832	0
race	3593	5.76	1.4365	1413	1197	770	1082
rachel	3594	5.76	1.5194	3946	0	2483	0
referring	3595	5.76	1.1704	0	4332	2046	0
remix	3596	5.76	1.4647	1865	0	0	2662
representing	3597	5.76	1.0984	0	3284	3043	0
republic	3598	5.76	1.5851	0	1843	2360	0
sees	3599	5.76	1.4078	2898	2720	3345	1551
selling	3600	5.76	1.5851	1802	3448	1362	2638
slide	3601	5.76	1.2216	4241	0	0	1373
species	3602	5.76	0.9806	0	863	3523	0
staying	3603	5.76	1.3486	1545	0	4989	2490
supplied	3604	5.76	1.3180	0	2965	0	0
supply	3605	5.76	1.0214	3496	952	2220	0
things	3606	5.76	0.9381	217	245	413	133
tokyo	3607	5.76	1.5328	4651	0	2462	0
viewing	3608	5.76	1.4223	0	0	4630	0
vital	3609	5.76	1.5592	0	2732	2165	0
voice	3610	5.76	1.0606	771	751	1260	541
wednesdays	3611	5.76	1.0797	0	0	4819	0
whisper	3612	5.76	1.5980	0	0	0	1213
workshop	3613	5.76	1.2382	4091	0	4857	0
chiefly	3614	5.76	1.2505	0	2993	0	0
dimensional	3615	5.76	1.2167	0	4598	0	0
handed	3616	5.76	1.3774	0	3652	0	4220
interval	3617	5.76	1.3924	0	3402	0	0
ladder	3618	5.76	1.2505	0	0	0	4463
oooooh	3619	5.76	1.5483	0	0	0	4732
perception	3620	5.76	1.2505	0	2563	0	0
pupils	3621	5.76	1.4935	0	2986	0	0
shield	3622	5.76	1.3312	0	0	0	4534
thoroughly	3623	5.76	1.4366	0	3052	0	0
considerably	3624	5.75	1.0818	0	3050	0	0
manuscript	3625	5.75	1.2965	0	3891	0	0
symbolic	3626	5.74	1.3588	0	4039	0	0
7pm	3627	5.74	1.3674	0	0	0	0
awake	3628	5.74	1.4682	1057	0	0	1094
booty	3629	5.74	1.9463	4256	0	0	2158
cadillac	3630	5.74	1.8715	0	0	0	2580
call	3631	5.74	1.4401	284	548	403	171
calling	3632	5.74	1.2586	1128	2491	1536	584
catch	3633	5.74	1.3822	807	3343	3333	514
challenges	3634	5.74	1.4957	0	4916	3807	0
chelsea	3635	5.74	1.1395	3208	0	3151	0
chile	3636	5.74	1.3524	2808	0	0	0
concentrate	3637	5.74	1.5884	4382	0	0	0
deep	3638	5.74	1.3969	1273	819	1175	325
details	3639	5.74	1.2257	1129	1587	1680	0
diplomacy	3640	5.74	1.7001	0	0	4921	0
dragon	3641	5.74	1.8495	4150	0	0	3772
employee	3642	5.74	1.1920	0	3679	2456	0
endorsed	3643	5.74	1.4115	0	0	4957	0
entry	3644	5.74	1.0844	2719	2354	2176	0
estates	3645	5.74	1.4115	0	4896	0	0
everyday	3646	5.74	1.3372	1427	4755	0	677
expected	3647	5.74	1.1214	2045	828	430	4988
forth	3648	5.74	1.2423	0	1288	0	2125
fundamental	3649	5.74	0.9649	0	1666	4356	0
gf	3650	5.74	1.3063	3750	0	0	0
given	3651	5.74	1.4401	1365	159	420	1004
i'm	3652	5.74	1.5754	0	0	0	0
inclined	3653	5.74	1.3219	0	3728	0	0
kept	3654	5.74	1.1031	1932	754	1453	875
kinds	3655	5.74	1.0461	4298	1535	3416	3833
lace	3656	5.74	1.6759	0	0	0	3131
mac	3657	5.74	1.3524	922	0	0	2547
manage	3658	5.74	1.1920	3127	3976	4189	0
much	3659	5.74	1.3219	96	105	146	144
name	3660	5.74	1.1747	182	266	288	208
newsstands	3661	5.74	1.2586	0	0	4575	0
ninja	3662	5.74	1.6389	3426	0	0	0
nite	3663	5.74	1.4115	820	0	0	4673
observed	3664	5.74	1.0264	0	813	3591	0
orientation	3665	5.74	1.3063	0	3499	0	0
owners	3666	5.74	1.3063	3970	3312	1593	0
powder	3667	5.74	1.2586	0	4294	0	4595
presented	3668	5.74	0.9858	0	883	1314	0
princeton	3669	5.74	1.5884	0	4659	1366	0
project	3670	5.74	1.6011	849	929	727	3636
prove	3671	5.74	1.0461	3388	1690	2365	1131
quarters	3672	5.74	1.2090	0	3455	4804	0
reach	3673	5.74	1.3969	1827	1334	1115	580
responded	3674	5.74	1.2906	0	4873	3227	0
rio	3675	5.74	1.3372	4662	0	0	4759
screen	3676	5.74	1.2586	1333	2981	2855	2019
serves	3677	5.74	1.6513	0	3585	3219	0
settled	3678	5.74	1.5493	0	2049	2473	0
showed	3679	5.74	1.0063	2441	1182	1060	1630
situated	3680	5.74	1.0654	0	3599	0	0
spare	3681	5.74	1.5093	3722	0	4583	2779
spokeswoman	3682	5.74	1.1920	0	0	1525	0
suitcase	3683	5.74	1.3219	0	0	0	4292
suits	3684	5.74	1.0063	0	0	2776	2985
swag	3685	5.74	1.1920	4944	0	0	0
team's	3686	5.74	1.1395	0	0	0	0
thin	3687	5.74	1.3822	3688	2054	4612	1490
time	3688	5.74	1.2090	29	61	80	43
todays	3689	5.74	1.4401	4369	0	0	0
training	3690	5.74	1.3969	1116	804	1282	0
transactions	3691	5.74	0.9216	0	3810	4724	0
treasury	3692	5.74	1.7239	0	3968	1888	0
walkin	3693	5.74	1.4115	0	0	0	2482
warrior	3694	5.74	2.1458	0	0	0	4116
wash	3695	5.74	1.1920	1980	4518	3483	1187
wives	3696	5.74	1.9463	0	3828	0	0
cave	3697	5.73	1.5913	0	0	0	4391
involves	3698	5.73	1.0363	0	2397	0	0
mechanical	3699	5.73	1.4829	0	2225	0	0
sphere	3700	5.73	1.0758	0	3181	0	0
structural	3701	5.73	1.2379	0	2351	0	0
identification	3702	5.73	1.1803	0	2708	0	0
shell	3703	5.73	1.3643	0	3370	0	2404
nod	3704	5.72	1.1924	0	0	0	4437
pose	3705	5.72	1.1924	0	0	0	4508
3g	3706	5.72	1.1436	0	0	0	0
9pm	3707	5.72	0.9697	0	0	0	0
adding	3708	5.72	1.2623	2954	3223	1441	0
affiliation	3709	5.72	1.3856	0	0	4944	0
alexander	3710	5.72	1.2784	0	2613	1691	0
apt	3711	5.72	1.1787	3929	4985	0	0
argentina	3712	5.72	1.8848	0	0	4507	0
blend	3713	5.72	1.2943	0	0	0	4940
canal	3714	5.72	1.2623	0	3022	0	0
card	3715	5.72	1.1256	680	3021	2231	2453
channels	3716	5.72	1.2784	0	3845	0	0
click	3717	5.72	1.0309	1154	4508	0	1560
detailed	3718	5.72	1.4988	0	2084	4265	0
distinguishable	3719	5.72	1.1613	0	0	3563	0
dvr	3720	5.72	1.3708	4605	0	0	0
ears	3721	5.72	1.2461	2632	3310	0	1432
euro	3722	5.72	1.7148	4380	0	3472	0
expanding	3723	5.72	1.3254	0	0	4843	0
funky	3724	5.72	1.6787	0	0	0	1225
goldman	3725	5.72	1.4003	0	0	2446	0
happening	3726	5.72	1.0110	1958	0	4023	2072
hypothesis	3727	5.72	1.5391	0	2773	0	0
implementation	3728	5.72	1.2784	0	3296	0	0
import	3729	5.72	1.3407	0	3944	0	0
individual	3730	5.72	1.3708	0	378	1559	0
jewish	3731	5.72	1.0506	0	1393	707	0
kathryn	3732	5.72	1.0887	0	0	3910	0
knowin	3733	5.72	1.3099	0	0	0	3947
marine	3734	5.72	1.6542	0	3604	2392	0
midtown	3735	5.72	1.4148	0	0	4207	0
missouri	3736	5.72	1.7148	0	4889	4491	0
modification	3737	5.72	1.4714	0	4874	0	0
move	3738	5.72	1.3559	637	902	643	281
near	3739	5.72	1.6041	878	467	665	619
passenger	3740	5.72	1.0698	0	0	4386	0
passengers	3741	5.72	1.0506	0	0	2621	0
pen	3742	5.72	1.0887	3721	4266	0	1979
persuade	3743	5.72	1.1613	0	0	4607	0
philadelphia	3744	5.72	1.3099	4572	2499	1050	0
plate	3745	5.72	1.0698	3141	1605	4704	2816
publications	3746	5.72	1.6293	0	3123	4096	0
quietly	3747	5.72	1.4003	0	4061	4499	4197
races	3748	5.72	1.3099	0	4620	3044	0
rank	3749	5.72	1.4003	0	2432	0	0
registered	3750	5.72	1.1436	4290	4732	4132	0
responsibility	3751	5.72	1.6542	0	1413	1817	0
roles	3752	5.72	1.4003	0	3046	3768	0
satellite	3753	5.72	1.3559	0	0	3825	4067
script	3754	5.72	1.7384	3693	0	0	0
seek	3755	5.72	1.1613	3200	1812	1717	1772
signed	3756	5.72	1.0887	1887	2746	1010	3598
source	3757	5.72	1.2129	2136	657	1553	3392
spectrum	3758	5.72	1.4574	0	3656	0	0
stage	3759	5.72	1.4434	1624	704	902	1315
surrounds	3760	5.72	1.3856	0	0	0	4103
taxi	3761	5.72	1.2623	2588	0	0	4303
three	3762	5.72	1.1073	635	128	105	488
towards	3763	5.72	1.0309	2554	659	0	2121
translation	3764	5.72	1.4003	0	2303	0	0
ultimately	3765	5.72	1.3708	0	2729	2437	0
update	3766	5.72	1.4852	929	0	0	0
uses	3767	5.72	1.1613	2451	1561	2346	0
view	3768	5.72	1.1256	1144	316	576	1208
waking	3769	5.72	1.4574	1780	0	0	2357
whiskey	3770	5.72	2.6422	0	0	0	2208
winds	3771	5.72	1.6665	2293	4753	0	1601
with	3772	5.72	1.1787	17	13	16	21
wrap	3773	5.72	1.1787	2889	0	0	2074
contains	3774	5.71	1.2076	0	1360	0	0
employer	3775	5.71	1.7200	0	4601	0	0
fifty	3776	5.71	1.4142	0	1678	0	2597
immense	3777	5.71	1.6457	0	3995	0	0
opinions	3778	5.71	1.5411	0	2699	0	0
temperatures	3779	5.71	1.5138	0	3634	0	0
fella	3780	5.71	1.7377	0	0	0	4098
flippin	3781	5.71	1.5431	0	0	0	4942
hears	3782	5.71	1.3832	0	0	0	3117
scope	3783	5.71	1.4136	0	2774	0	0
soil	3784	5.71	1.6497	0	1302	0	4252
timber	3785	5.71	1.5012	0	4643	0	0
objective	3786	5.70	1.4282	0	1914	0	0
willow	3787	5.70	1.8756	0	0	0	4527
1960's	3788	5.70	1.3887	0	0	0	0
5pm	3789	5.70	1.1473	0	0	0	0
accumulation	3790	5.70	1.5017	0	4928	0	0
android	3791	5.70	1.4463	3433	0	0	0
appointed	3792	5.70	1.4178	0	1614	1907	0
approximately	3793	5.70	1.1824	0	1987	0	0
arrangements	3794	5.70	1.2330	0	2961	3812	0
atm	3795	5.70	1.7642	4041	0	0	0
attribute	3796	5.70	1.2657	0	4864	0	0
banner	3797	5.70	1.0351	3014	0	0	3843
become	3798	5.70	0.9313	801	267	398	802
biggie	3799	5.70	1.4033	0	0	0	4135
bunch	3800	5.70	1.3439	1563	0	0	2433
churches	3801	5.70	2.4599	0	2281	0	0
contain	3802	5.70	1.1824	0	1749	4962	0
data	3803	5.70	1.0738	1555	299	1120	0
demonstrated	3804	5.70	1.1473	0	2435	4671	0
developer	3805	5.70	1.4321	4201	0	3642	0
disc	3806	5.70	1.3132	4912	0	0	0
discussion	3807	5.70	1.0351	2684	829	2679	0
dozens	3808	5.70	1.2817	0	0	3791	0
driver	3809	5.70	0.8864	2009	4758	2688	3298
earliest	3810	5.70	1.5419	0	3197	0	0
elementary	3811	5.70	1.3590	0	3519	4682	0
engine	3812	5.70	1.2330	1550	2671	4144	3280
extremely	3813	5.70	1.5419	2445	1769	2927	0
feat	3814	5.70	1.3590	2087	0	0	2435
feeling	3815	5.70	1.5152	349	879	1736	240
fill	3816	5.70	1.2330	2379	2715	3125	763
fried	3817	5.70	1.6194	2816	0	0	4725
grade	3818	5.70	1.0152	2424	2535	4427	3510
hat	3819	5.70	1.2976	512	3425	0	1135
hold	3820	5.70	1.2164	892	795	1021	146
identical	3821	5.70	1.4743	0	2842	0	0
jackson	3822	5.70	1.2657	1395	3588	1258	3500
january	3823	5.70	1.9086	1532	1080	416	0
johnny	3824	5.70	1.2657	2571	0	4892	1578
journal	3825	5.70	1.3132	1712	733	978	0
manhattan	3826	5.70	1.7409	0	0	240	0
master	3827	5.70	1.5152	2428	1046	2259	1080
max	3828	5.70	1.2330	2181	4775	2579	4018
michael	3829	5.70	1.2164	895	2439	218	2448
migration	3830	5.70	1.3740	0	3851	0	0
mild	3831	5.70	1.5017	0	4179	0	0
mmm	3832	5.70	1.5551	1705	0	0	1359
multiple	3833	5.70	1.4604	3227	1867	4262	0
noon	3834	5.70	1.3132	3015	0	1097	3997
northwest	3835	5.70	1.1995	0	0	3902	0
observer	3836	5.70	1.0926	0	4698	3634	0
placing	3837	5.70	1.1294	0	4254	0	0
pocket	3838	5.70	1.0351	2948	3931	0	1529
prevented	3839	5.70	1.6194	0	3773	0	0
rally	3840	5.70	1.2495	3766	0	3050	0
rankings	3841	5.70	1.5682	0	0	1958	0
raymond	3842	5.70	1.3887	0	0	2666	0
reforms	3843	5.70	1.5286	0	4282	4610	0
regular	3844	5.70	1.2817	2288	1510	1689	3779
rolling	3845	5.70	1.2495	2980	0	0	1185
roman	3846	5.70	1.1112	0	1285	2372	0
running	3847	5.70	1.5017	638	1438	686	439
sippin	3848	5.70	1.1112	0	0	0	3374
sonic	3849	5.70	1.2976	4971	0	0	0
streaming	3850	5.70	1.7053	3243	0	0	0
superbowl	3851	5.70	2.0529	2939	0	0	0
synthesis	3852	5.70	1.0738	0	3342	0	0
thickness	3853	5.70	1.0926	0	3615	0	0
thumb	3854	5.70	1.3590	0	0	0	4569
tonite	3855	5.70	1.3439	1818	0	0	3909
vertical	3856	5.70	0.9313	0	2647	0	0
